index,Country,Area,Location,LAT,LONG,methode
2897,SOUTH AFRICA,KwaZulu-Natal,La Lucia,-29.7547222,31.0594444,locatie
2898,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
2899,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
2900,SOUTH AFRICA,KwaZulu-Natal,Isipingo,-29.9847222,30.9208333,locatie
2901,REUNION,Saint-Pierre,Pic du Diable,44.9896958,6.1644559,locatie
2902,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",-29.9383333,31.0025,locatie
2903,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
2904,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,-28.9557332,31.7565591,locatie
2905,AUSTRALIA,Western Australia,18 km west of Bunbury,-33.3267797,115.636698,arealoc
2906,Fiji,Vanua Levu,,-16.5788332,179.1930927246919,area
2907,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
2908,AUSTRALIA,Torres Strait,,-10.416667,142.166667,area
2909,USA,Louisiana,,30.8703881,-92.007126,area
2910,SOUTH AFRICA,Western Cape Province,Struisbaai,-34.789385,20.023136480492216,locatie
2911,SOUTH AFRICA,Western Cape Province,Great Brak River,-31.354773,25.4679822,locatie
2912,AUSTRALIA,New South Wales,Sydney,-33.8698439,151.2082848,locatie
2913,PHILIPPINES,Mindoro,Off Manila,14.6840893,121.0707145,locatie
2914,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
2915,AUSTRALIA,New South Wales,Shoalhaven,-35.14181285,150.39164649482632,locatie
2916,USA,Florida,"North of Jupiter Inlet, Palm Beach County",27.7567667,-81.4639835,countryarea
2917,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,13.90904385,-60.97792414113452,locatie
2918,USA,California,"Davenport Light, San Mateo County",36.7014631,-118.755997,countryarea
2919,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,locatie
2920,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",-33.546977,20.72753,countryarea
2921,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Mona Passage,18.5,-68.0,locatie
2922,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",-30.5343665,135.6301212,countryarea
2923,SOUTH AFRICA,Western Cape Province,Still Bay,43.4636804,-73.6876177,locatie
2924,USA,Florida,"Satellite Beach, Brevard County",28.1761233,-80.5900519,locatie
2925,USA,California,"Tunitas Beach, San Mateo County",37.35564545,-122.40101627412392,locatie
2926,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",29.064569849999998,-80.91515395883673,locatie
2927,USA,Texas,"Mustang Island, near Port Aransas",31.2638905,-98.5456116,countryarea
2928,USA,Texas,"Mustang Island, near Port Aransas",31.2638905,-98.5456116,countryarea
2929,USA,South Carolina,Winyah Bay,33.2662776,-79.233105,locatie
2930,BAHAMAS,Exuma Islands,Sampson Cay,24.212098400000002,-76.47769675952534,locatie
2931,BAHAMAS,,,alleen land bekend,alleen land bekend,error
2932,USA,Florida,"Nest Key, Monroe County",25.154009,-80.5090292,locatie
2933,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,locatie
2934,USA,Florida,"St Augustine, St. Johns County",29.8946952,-81.3145395,locatie
2935,AUSTRALIA,New South Wales,,-31.8759835,147.2869493,area
2936,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,-30.742778,30.450556,locatie
2937,USA,Texas,"Mustang Island, near Port Aransas",31.2638905,-98.5456116,countryarea
2938,USA,Hawaii,"Kailua-Kona, Hawai'i",19.641941,-155.996933,locatie
2939,VANUATU,Malampa Province,Vao Island,-15.897936699999999,167.30909894268805,locatie
2940,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,-25.2303005,121.0187246,countryarea
2941,SOUTH AFRICA,Western Cape Province,Muizenberg,-34.0978389,18.484570761750607,locatie
2942,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
2943,SOLOMON ISLANDS,Between Honiara & Isabel Island,,error,error,error
2944,SOUTH AFRICA,Eastern Cape Province,Eerste River,-33.9498123,18.9022045,locatie
2945,AUSTRALIA,Queensland,Lizard Island,-14.6683188,145.4609161,locatie
2946,MONTENEGRO,Adriatic Sea,"Mogren Beach, Budva",42.27702095,18.83219643004913,locatie
2947,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",error,error,error
2948,SOUTH AFRICA,Western Cape Province,Agulhas Banks,-22.4638698,-44.4472748,locatie
2949,SOUTH AFRICA,Western Cape Province,SAOU Strand,-33.546977,20.72753,countryarea
2950,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",29.064569849999998,-80.91515395883673,locatie
2951,BAHAMAS,Florida Straits,Off Cay Sal Banks,error,error,error
2952,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",36.7014631,-118.755997,countryarea
2953,SOUTH AFRICA,Western Cape Province,Platbank,-34.0458897,22.8376684,locatie
2954,NEW CALEDONIA,,I'le Ouen,48.7345787,0.6954116,locatie
2955,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
2956,USA,Florida,"Indiatlantic, Brevard County",28.1002928,-80.5733857,locatie
2957,USA,Florida,"Tiger Shores Beach, Martin County",27.7567667,-81.4639835,countryarea
2958,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,-29.73,31.0827778,locatie
2959,USA,Florida,"Sanibel Island, Lee County",26.440359,-82.1137049,locatie
2960,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,35.6611745,-109.09743882514614,locatie
2961,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",-12.09075025,96.886057777768,locatie
2962,USA,Florida,"Floridana Beach, Brevard County",27.9462734,-80.4970188,locatie
2963,USA,Florida,"Pinellas Point, Tampa Bay",27.990289349999998,-82.73800260648616,locatie
2964,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",29.3086077,-81.07116708926922,locatie
2965,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",29.064569849999998,-80.91515395883673,locatie
2966,USA,North Carolina,"Masonboro Inlet, New Hanover County",34.1848928,-77.8122048,locatie
2967,SOUTH AFRICA,Western Cape Province,Reef on seaward side of Geyser Island,-33.546977,20.72753,countryarea
2968,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",-33.820842,151.2870299,locatie
2969,FRANCE,Gulf of Lyons,Gruissan,43.1050181,3.086422,locatie
2970,AUSTRALIA,Western Australia,3 km west of Rottnest Island,-32.0069345,115.52076766295937,locatie
2971,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,locatie
2972,SOUTH AFRICA,KwaZulu-Natal,LaMercy,-28.503833,30.8875009,countryarea
2973,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",-33.820842,151.2870299,locatie
2974,SOUTH KOREA,,,alleen land bekend,alleen land bekend,error
2975,USA,Hawaii,"Kaliiwi, Kauai",19.593801499999998,-155.42837009716908,countryarea
2976,SPAIN,Catalonia,Lloret-de-Mar,41.6973503,2.8392392,locatie
2977,SPAIN,Cádiz,Tarifa,36.0129082,-5.6050213,locatie
2978,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",-29.846709099999998,31.035285842256584,locatie
2979,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",-32.2171831,26.6386401,countryarea
2980,SOUTH AFRICA,Eastern Cape Province,East London,-33.0191604,27.8998573,locatie
2981,SOUTH AFRICA,Eastern Cape Province,Cape Recife,-34.02902055,25.700680140439523,locatie
2982,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",-33.9689628,25.64563889658681,locatie
2983,SOUTH AFRICA,Western Cape Province,Arniston,-34.668056,20.231111,locatie
2984,AUSTRALIA,Victoria,Jan Juc Beach,-38.347404850000004,144.30644801557804,locatie
2985,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
2986,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",36.7014631,-118.755997,countryarea
2987,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,40.8565383,-73.65021162026864,locatie
2988,USA,North Carolina,New Hanover County,34.2751052,-77.8818627,locatie
2989,AUSTRALIA,Queensland,Gladstone,-23.8431724,151.256132,locatie
2990,USA,California,"Southeast Farallon Island, Farallon Islands",36.7014631,-118.755997,countryarea
2991,USA,California,5 miles south of Redondo Beach,36.7014631,-118.755997,countryarea
2992,SOUTH AFRICA,Eastern Cape Province,East London,-33.0191604,27.8998573,locatie
2993,USA,California,"Point Conception, Santa Barbara County",34.448613,-120.4717299,locatie
2994,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
2995,USA,Hawaii,"Barbers Point, O'ahu",19.593801499999998,-155.42837009716908,countryarea
2996,USA,Alabama,"Gulf Shores, Baldwin County",30.2711224,-87.6893826,locatie
2997,USA,California,"Elephant Rock near Tomales Point, Marin County",36.7014631,-118.755997,countryarea
2998,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,60.174347,12.7032261,locatie
2999,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
3000,USA,Florida,"Fort Pierce Inlet, St Lucie County",27.4704646,-80.2968759,locatie
3001,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",32.1768014,-80.7175758,locatie
3002,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3003,USA,Florida,"Bayport, Hernando County",28.542222,-82.646192,locatie
3004,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3005,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3006,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",36.7014631,-118.755997,countryarea
3007,USA,South Carolina,"Folly Beach, Charleston County",32.6549967,-79.9406093,locatie
3008,ITALY,Sicily,Punta Secca,36.7880597,14.4943956,locatie
3009,USA,California,"Long Beach, Los Angeles County",33.7690164,-118.191604,locatie
3010,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,-28.503833,30.8875009,countryarea
3011,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
3012,AUSTRALIA,South Australia,"Wiseman’s Beach, Peake Bay, Port Lincoln",-30.5343665,135.6301212,countryarea
3013,USA,California,"San Miguel Island, Santa Barbara County",34.045202450000005,-120.37952995411791,locatie
3014,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",27.7567667,-81.4639835,countryarea
3015,SOUTH AFRICA,Western Cape Province,Struisbaai,-34.789385,20.023136480492216,locatie
3016,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,-29.7627699,29.4147531,locatie
3017,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,-30.0225,30.9125,locatie
3018,NEW ZEALAND,South Island,Christchurch,-43.530955,172.6366455,locatie
3019,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",-33.546977,20.72753,countryarea
3020,NEW CALEDONIA,South Province,Amedee Island,-22.298652500000003,166.45121412678623,locatie
3021,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,41.0103752,-73.5965138,locatie
3022,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",-16.107025,167.417402,countryarea
3023,IRAN,,"Ramin, near Ahvaz",error,error,error
3024,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",error,error,error
3025,AUSTRALIA,Queensland,1 km off Black's Beach,-22.1646782,144.5844903,countryarea
3026,USA,Florida,"Jupiter Island Beach, Martin County",27.7567667,-81.4639835,countryarea
3027,USA,Florida,"Fowey Rock, Key Biscayne",27.7567667,-81.4639835,countryarea
3028,USA,Florida,"Wabasso Beach, Indian River County",27.7577335,-80.39849551756008,locatie
3029,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",27.7567667,-81.4639835,countryarea
3030,USA,Florida,"Boynton Beach, Palm Beach County",26.5256179,-80.0666026,locatie
3031,USA,Florida,"Bob Graham Beach, Martin County",27.7567667,-81.4639835,countryarea
3032,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",43.9792797,-120.737257,countryarea
3033,USA,California,"Tomales Point, Marin County",38.2139865,-122.9747413,locatie
3034,USA,Florida,Volusia County,29.0533409,-81.1310761,locatie
3035,USA,Florida,,27.7567667,-81.4639835,area
3036,USA,Florida,"Indiatlantic, Brevard County",28.1002928,-80.5733857,locatie
3037,USA,Florida,Volusia County,29.0533409,-81.1310761,locatie
3038,USA,California,"Mission Beach, San Diego County",32.7825908,-117.2524943,locatie
3039,USA,California,"Pigeon Point, San Mateo County",37.1815562,-122.3945402,locatie
3040,MEXICO,Baja California,Guadalupe Island,6.8965495,125.7650135,locatie
3041,USA,Florida,"Off Crystal River, Citrus County",27.7567667,-81.4639835,countryarea
3042,INDONESIA,,Bali,48.8588897,2.3200410217200766,locatie
3043,USA,Texas,South Padre Island,26.1036887,-97.1646938,locatie
3044,USA,Texas,South Padre Island,26.1036887,-97.1646938,locatie
3045,SOUTH AFRICA,Western Cape Province,Cape Point,-34.3573947,18.4977883,locatie
3046,USA,Florida,,27.7567667,-81.4639835,area
3047,SOUTH AFRICA,KwaZulu-Natal,Sodwana,-27.5678541,32.6531764,locatie
3048,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",-34.1024313,18.4687919,locatie
3049,USA,Hawaii,"Kane'ohe Bay, O'ahu",19.593801499999998,-155.42837009716908,countryarea
3050,VANUATU,Malampa Province,"Atchin Island, off Malakula",-16.107025,167.417402,countryarea
3051,SOUTH AFRICA,Western Cape Province,Arniston,-34.668056,20.231111,locatie
3052,SOMALIA,,,alleen land bekend,alleen land bekend,error
3053,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,locatie
3054,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,-32.2171831,26.6386401,countryarea
3055,AUSTRALIA,Western Australia,Coral Bay,-23.1436752,113.770165,locatie
3056,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",-32.2171831,26.6386401,countryarea
3057,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",-28.503833,30.8875009,countryarea
3058,SOUTH AFRICA,Eastern Cape Province,St. George’s Strand,-33.8241667,25.6569444,locatie
3059,AUSTRALIA,Queensland,Derwent Island,-20.986171499999998,149.78575811788687,locatie
3060,SOUTH AFRICA,Eastern Cape Province,Port Alfred,-33.5981844,26.8914772,locatie
3061,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,-28.503833,30.8875009,countryarea
3062,USA,California,San Francisco,37.7790262,-122.419906,locatie
3063,USA,Florida,"Indiatlantic, Brevard County",28.1002928,-80.5733857,locatie
3064,GREECE,Andikira Fokithes,,error,error,error
3065,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,locatie
3066,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",-30.5343665,135.6301212,countryarea
3067,SOUTH AFRICA,Eastern Cape Province,Great Fish River,-32.6704083,25.8835114,locatie
3068,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
3069,SOUTH AFRICA,KwaZulu-Natal,LaMercy,-28.503833,30.8875009,countryarea
3070,PHILIPPINES,Central Philippines,,14.5927991,120.9816188455198,area
3071,USA,Florida,"Melbourne Beach, Brevard County",28.0683496,-80.5603303,locatie
3072,SOUTH AFRICA,KwaZulu-Natal,Tongaat,-29.560833,31.122222,locatie
3073,USA,Florida,"Stuart Beach, Martin County",27.2256486,-80.2202114,locatie
3074,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3075,USA,Florida,"Off Lake Worth, Palm Beach County",27.7567667,-81.4639835,countryarea
3076,USA,Oregon,"Cape Kiwanda,Tillamook County",45.2167126,-123.9803347,locatie
3077,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",-33.546977,20.72753,countryarea
3078,USA,Virginia,"Virginia Beach, Princess Anne County",37.1232245,-78.4927721,countryarea
3079,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,locatie
3080,USA,Florida,"6 miles south of Boca Chica Key, Monroe County",27.7567667,-81.4639835,countryarea
3081,USA,Rhode Island,,41.7962409,-71.5992372,area
3082,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",-22.1646782,144.5844903,countryarea
3083,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",-22.1646782,144.5844903,countryarea
3084,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",-22.1646782,144.5844903,countryarea
3085,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",-34.2127044,24.8361426,locatie
3086,USA,Florida,"Caloosahatchee River, Lee County",26.7214836,-81.692193,locatie
3087,BAHAMAS,Abaco Islands,Green Turtle Cay,23.469096450000002,-75.8446347829663,locatie
3088,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,locatie
3089,USA,Florida,"Off 12th Street, Miami Beach",27.7567667,-81.4639835,countryarea
3090,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",26.3918096,-77.1370018,countryarea
3091,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
3092,BAHAMAS,,Carter Cay,26.6780828,-77.2673598,locatie
3093,ITALY,Northwest Italy,Riomaggiore (Ligura),error,error,error
3094,BAHAMAS,Berry Islands,Whale Cay,25.419466399999997,-77.7635392805492,locatie
3095,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",26.5804909,-80.045848,locatie
3096,USA,Florida,"Riviera Beach, Palm Beach County",26.784343,-80.0650293,locatie
3097,USA,Florida,"Haulover Inlet, Dade County",25.9041626,-80.1262252,locatie
3098,USA,Florida,,27.7567667,-81.4639835,area
3099,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,-32.9731677,27.958663,locatie
3100,USA,Florida,"Lake Worth Beach, Palm Beach County",26.6159698,-80.0569927,locatie
3101,SOUTH AFRICA,KwaZulu-Natal,Mpande,-11.68113125,27.495083794818747,locatie
3102,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,-30.286041,30.754365,locatie
3103,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
3104,USA,Florida,"Juno Beach, Palm Beach County",26.8797819,-80.0533743,locatie
3105,NEW CALEDONIA,Loyalty Islands,"We, Lifou",-20.9162737,167.2643347,locatie
3106,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,-28.9557332,31.7565591,locatie
3107,USA,South Carolina,60 miles southeast of Beaufort,33.6874388,-80.4363743,countryarea
3108,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,locatie
3109,SOUTH AFRICA,Western Cape Province,Muizenberg,-34.0978389,18.484570761750607,locatie
3110,SOUTH AFRICA,Western Cape Province,Holbaai,-34.3866667,18.8622222,locatie
3111,,English Channel,,49.82921075,-2.49845361947528,area
3112,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",-16.107025,167.417402,countryarea
3113,USA,North & South Carolina,,33.6157083,-81.1020414,area
3114,USA,South Carolina,"Isle of Palms, Charleston County",32.7867697,-79.7880359,locatie
3115,USA,Florida,North Dade- Interama area of Biscayne Bay,27.7567667,-81.4639835,countryarea
3116,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",-32.9729225,27.9244827,locatie
3117,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",-32.9729225,27.9244827,locatie
3118,USA,Florida,"Patrick Air Force Base, Brevard County",28.2422228,-80.60910739343556,locatie
3119,USA,California,"Monastery Beach, Carmel Bay, Monterey County",36.7014631,-118.755997,countryarea
3120,USA,California,"Bear Harbor, Mendocino County",39.9129259,-123.9380805,locatie
3121,USA,Florida,"Hollywood Beach, Broward County",26.0281452,-80.1142111,locatie
3122,JAPAN,Kumamoto Prefecture,Ariake Bay,35.6341097,139.791295,locatie
3123,USA,California,"Morro Rock, Morro Bay, San Obispo County",35.369669,-120.8676994,locatie
3124,SOUTH AFRICA,Western Cape Province,Langebaan,-33.090717,18.034889,locatie
3125,TUNISIA,,"Skanes, near Monaster",error,error,error
3126,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,locatie
3127,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",-32.9729225,27.9244827,locatie
3128,USA,California,"Point Buchon, San Luis Obispo County",35.2552949,-120.8988304,locatie
3129,USA,Florida,"Stuart Beach, Martin County",27.2256486,-80.2202114,locatie
3130,USA,California,"Malibu, Los Angeles County",34.035591,-118.689423,locatie
3131,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3132,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",-22.27584205,166.6417946075743,countryarea
3133,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,-32.2171831,26.6386401,countryarea
3134,USA,South Carolina,"Isle of Palms, Charleston County",32.7867697,-79.7880359,locatie
3135,BAHAMAS,Andros Islands,North Rat Cay Reef,error,error,error
3136,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",29.3086077,-81.07116708926922,locatie
3137,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",19.593801499999998,-155.42837009716908,countryarea
3138,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",33.6874388,-80.4363743,countryarea
3139,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
3140,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",-28.669747299999997,153.62080870521265,locatie
3141,NEW CALEDONIA,,,alleen land bekend,alleen land bekend,error
3142,AUSTRALIA,Tasmania,South Cape Bay,-43.6212171,146.794109,locatie
3143,USA,Florida,"Hobe Sound, Palm Beach County",27.7567667,-81.4639835,countryarea
3144,SOUTH AFRICA,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,locatie
3145,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",19.593801499999998,-155.42837009716908,countryarea
3146,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",19.593801499999998,-155.42837009716908,countryarea
3147,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
3148,USA,California,"Stillwater Cove, Sonoma County",38.5466308,-123.2980728,locatie
3149,USA,Florida,Elliot Key,27.7567667,-81.4639835,countryarea
3150,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,-32.2171831,26.6386401,countryarea
3151,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",error,error,error
3152,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",error,error,error
3153,TUNISIA,Biserta,Bechateur,37.334208000000004,9.735449649784961,locatie
3154,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",36.7014631,-118.755997,countryarea
3155,AUSTRALIA,Queensland,Green Island,22.2846322,114.11309822763388,locatie
3156,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",19.593801499999998,-155.42837009716908,countryarea
3157,REUNION,Saint-Philippe,Vicendo,-21.359598,55.7677007,countryarea
3158,SOUTH AFRICA,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,locatie
3159,USA,Hawaii,"La'au Point, Moloka'i",19.593801499999998,-155.42837009716908,countryarea
3160,USA,Florida,"Jupiter Island, Brevard County",27.7567667,-81.4639835,countryarea
3161,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
3162,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
3163,USA,Florida,"Playalinda Beach, Brevard County",28.6548961,-80.6308632,locatie
3164,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
3165,USA,Florida,"Melbourne Beach, Brevard County",28.0683496,-80.5603303,locatie
3166,USA,Florida,"Tampa Bay, Manatee County",27.7567667,-81.4639835,countryarea
3167,USA,Florida,"Patrick Air Force Base, Brevard County",28.2422228,-80.60910739343556,locatie
3168,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
3169,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3170,USA,Florida,Gulf Island National Seashore Park,30.41565865,-88.780126829099,locatie
3171,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",19.7347074,-155.0255267,locatie
3172,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,locatie
3173,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",29.3086077,-81.07116708926922,locatie
3174,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",26.518957,-78.7738568,countryarea
3175,USA,Florida,"St. Petersburg Beach, Pinellas County",27.7567667,-81.4639835,countryarea
3176,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
3177,USA,Florida,Carter Cay,26.6780828,-77.2673598,locatie
3178,SOUTH AFRICA,KwaZulu-Natal,Clansthal,-30.2402778,30.7822222,locatie
3179,ENGLAND,,Isle of Wight,50.67108245,-1.3328042802764226,locatie
3180,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",19.593801499999998,-155.42837009716908,countryarea
3181,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
3182,SOUTH KOREA,Chungnam,Wae-yeon Island,36.6593,126.6729,countryarea
3183,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
3184,USA,Florida,"Sands Cut, Elliot Key",27.7567667,-81.4639835,countryarea
3185,USA,Florida,"Jacksonville, Duval County",30.3321838,-81.655651,locatie
3186,SOUTH AFRICA,Eastern Cape Province,King’s Beach,-33.9689628,25.64563889658681,locatie
3187,NAMIBIA,Eronogo Region,Walvis Bay,-22.9542501,14.5074577,locatie
3188,BERMUDA,,,alleen land bekend,alleen land bekend,error
3189,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,-32.2171831,26.6386401,countryarea
3190,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
3191,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
3192,CHILE,Coquimbo,"Bahia Totoralillo, 80 km north of Coquimbo",-30.7546652,-70.9005536,countryarea
3193,BRAZIL,Rio de Janeiro,Cabo Frio,-22.8804369,-42.0189227,locatie
3194,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,-30.7233333,30.4611111,locatie
3195,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",-25.2303005,121.0187246,countryarea
3196,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",-25.2303005,121.0187246,countryarea
3197,USA,Florida,"Juno Beach, Palm Beach County",26.8797819,-80.0533743,locatie
3198,BRAZIL,Rio de Janeiro,Cabo Frio,-22.8804369,-42.0189227,locatie
3199,USA,Florida,20 miles from Mayport,27.7567667,-81.4639835,countryarea
3200,SOUTH AFRICA,KwaZulu-Natal,Widenham,-30.2180556,30.7933333,locatie
3201,AUSTRALIA,New South Wales,Byron Bay,-28.6483333,153.6177778,locatie
3202,GREECE,Pagasitikos Gulf,,error,error,error
3203,SOUTH AFRICA,Eastern Cape Province,Nahoon,-32.9527778,27.9133333,locatie
